Address,Asking Price,Beds,Baths,Property Type,Energy Rating,Eircode,Local Property Tax,Agency Name,Agency Contact,Price Changes,URL
"36 Cremore Crescent, Glasnevin, Dublin 11, D11FFX9","€749,000",5 Bed,--,Semi-D,F,D11 FFX9,€765,DNG Phibsboro,Ciaran Jones,"Sold, €710,000, Wed Aug 07 2024; Sale Agreed, €749,000, Wed Mar 20 2024; Created, €749,000, Fri Feb 02 2024",https://mynest.ie/listing/114601/Dublin/36-cremore-crescent-glasnevin-dublin-11-d11ffx9
"33 Donore Road, Saint Catherine's, Dublin 8, D08V2AH","€575,000",3 Bed,1 Bath,Terrace,D2,D08 V2AH,€585,Sherry FitzGerald Rathmines,Barry Ensor,"Sold, €585,000, Wed Aug 07 2024; Sale Agreed, €575,000, Mon May 13 2024; Created, €575,000, Mon Jan 29 2024",https://mynest.ie/listing/113833/Dublin/33-donore-road-saint-catherines-dublin-8-d08v2ah
"11 Ingram Road, South Circular Road, South Circular Road, Dublin 8, D08V9R3","€525,000",4 Bed,1 Bath,End of Terrace,E1,D08 V9R3,€495,Felicity Fox Auctioneers,Alistair Hickey,"Sold, €580,000, Wed Aug 07 2024; Sale Agreed, €525,000, Tue Jan 30 2024; Created, €525,000, Wed Dec 06 2023",https://mynest.ie/listing/107471/Dublin/11-ingram-road-south-circular-road-south-circular-road-dublin-8-d08v9r3
"1 Tivoli Terrace North, Dun Laoghaire, Co. Dublin, A96VH33","€950,000",3 Bed,2 Bath,Semi-D,C3,A96 VH33,€945,DNG Dun Laoghaire,Darragh Whelan,"Sold, €1,253,667, Wed Aug 07 2024; Sale Agreed, €950,000, Fri Mar 15 2024; Created, €950,000, Fri Dec 22 2023",https://mynest.ie/listing/109012/Dublin/1-tivoli-terrace-north-dun-laoghaire-co-dublin-a96vh33
"Ninth Lock House, Ninth Lock Road, Clondalkin, Dublin 22","€275,000",2 Bed,1 Bath,Detached,--,D22 Y054,€315,Ray Cooke Auctioneers Clondalkin,Southside Sales 2,"Sold, €260,000, Tue Aug 06 2024; Sale Agreed, €275,000, Wed Oct 11 2023; Created, €275,000, Thu Jun 22 2023",https://mynest.ie/listing/81378/Dublin/ninth-lock-house-ninth-lock-road-clondalkin-dublin-22
"7 Belltree Walk Clongriffin Dublin 13, Clongriffin, Dublin 13, D13H9K6","€500,000",3 Bed,3 Bath,End of Terrace,A3,D13 H9K6,€495,KM Property,Barry O`Driscoll,"Sold, €571,365, Tue Aug 06 2024; Sale Agreed, €500,000, Wed Jun 05 2024; Created, €500,000, Fri May 17 2024",https://mynest.ie/listing/130985/Dublin/7-belltree-walk-clongriffin-dublin-13-clongriffin-dublin-13-d13h9k6
"658 Collins Avenue Extension, Whitehall, Dublin 9, D09E8Y4","€550,000",3 Bed,2 Bath,Semi-D,B3,D09 E8Y4,€585,DNG Phibsboro,Michelle Keeley,"Sold, €665,000, Tue Aug 06 2024; Sale Agreed, €550,000, Tue Feb 27 2024; Created, €550,000, Mon Feb 05 2024",https://mynest.ie/listing/114780/Dublin/658-collins-avenue-extension-whitehall-dublin-9-d09e8y4
"51 Lorcan Drive, Santry, Santry, Dublin 9, D09TC62","€535,000",3 Bed,2 Bath,Semi-D,C2,D09 TC62,€585,Smith & Butler Estates,Danny Butler,"Sold, €598,000, Tue Aug 06 2024; Sale Agreed, €535,000, Tue Jun 04 2024; Created, €535,000, Sat Feb 24 2024",https://mynest.ie/listing/117448/Dublin/51-lorcan-drive-santry-santry-dublin-9-d09tc62
"49 Muckross Avenue, Perrystown, Perrystown, Dublin 12, D12F598","€425,000",3 Bed,2 Bath,Terrace,SI_666,D12 F598,€405,Murphy Mullan (Rathgar),Sales Dept,"Sold, €440,000, Tue Aug 06 2024; Sale Agreed, €425,000, Thu Feb 22 2024; Created, €425,000, Tue Jan 23 2024",https://mynest.ie/listing/113132/Dublin/49-muckross-avenue-perrystown-perrystown-dublin-12-d12f598
"33 Park View, River Road, Rathborne, D15 V066, Ashtown, Dublin 15, D15V066","€395,000",3 Bed,2 Bath,Duplex,B2,D15 V066,€405,Baxter Real Estate,Melissa Roche,"Sold, €432,500, Tue Aug 06 2024; Sale Agreed, €395,000, Wed May 15 2024; Created, €395,000, Mon Apr 22 2024",https://mynest.ie/listing/126347/Dublin/33-park-view-river-road-rathborne-d15-v066-ashtown-dublin-15-d15v066
"Apartment 305, Block B, The Hill, Clon Brugh, Stepaside, Dublin 18","€375,000",2 Bed,2 Bath,Apartment,B2,D18 V045,€405,Vincent Finnegan,Colin Thomas,"Sold, €390,000, Tue Aug 06 2024; Unlisted, €375,000, Mon Nov 06 2023; Created, €375,000, Mon Oct 09 2023",https://mynest.ie/listing/99796/Dublin/apartment-305-block-b-the-hill-clon-brugh-stepaside-dublin-18
"29 Grianan Fidh, Aiken's Village, Sandyford, Dublin 18, D18NY02","€465,000",3 Bed,3 Bath,Apartment,B3,D18 NY02,€495,Mark Kelly & Associates,Tanya McFeely-Gaby,"Sold, €511,000, Tue Aug 06 2024; Sale Agreed, €465,000, Thu May 09 2024; Created, €465,000, Tue Apr 16 2024",https://mynest.ie/listing/125322/Dublin/29-grianan-fidh-aikens-village-sandyford-dublin-18-d18ny02
"18 Charnwood Grove, Clonsilla, Clonsilla, Dublin 15, D15T0X6","€395,000",3 Bed,3 Bath,Semi-D,D1,D15 T0X6,€405,Leonard Wilson Keenan Estates & Letting Agents,Michael Dunne,"Sold, €440,000, Tue Aug 06 2024; Unlisted, €395,000, Sat Jan 27 2024; Relisted, €395,000, Fri Jan 26 2024; Unlisted, €395,000, Tue Jan 23 2024; Created, €395,000, Fri Jan 12 2024",https://mynest.ie/listing/110458/Dublin/18-charnwood-grove-clonsilla-clonsilla-dublin-15-d15t0x6
"17 Fortfield Grove, Terenure, Terenure, Dublin 6W, D6WEP97","€895,000",4 Bed,1 Bath,Semi-D,E2,D6W EP97,€945,Mullery O'Gara Estate Agents,Pat Mullery,"Sold, €920,000, Tue Aug 06 2024; Unlisted, €895,000, Wed Jun 12 2024; Created, €895,000, Wed Mar 13 2024",https://mynest.ie/listing/119762/Dublin/17-fortfield-grove-terenure-terenure-dublin-6w-d6wep97
"16 Avondale Avenue, Phibsborough, Dublin 7, D07A584","€425,000",--,--,Detached,F,D07 A584,€405,DNG Phibsboro,Ciaran Jones,"Sold, €467,000, Tue Aug 06 2024; Sale Agreed, €425,000, Mon Jul 22 2024; Created, €425,000, Thu May 09 2024",https://mynest.ie/listing/129413/Dublin/16-avondale-avenue-phibsborough-dublin-7-d07a584
"14 Thornleigh Green, Swords, Co. Dublin","€300,000",2 Bed,2 Bath,Terrace,C2,K67 E181,€315,Flynn Estate Agents,Flynn & Associates Swords,"Sold, €345,000, Tue Aug 06 2024; Sale Agreed, €300,000, Mon Apr 08 2024; Created, €300,000, Wed Mar 13 2024",https://mynest.ie/listing/119745/Dublin/14-thornleigh-green-swords-co-dublin
"102 Vernon Avenue, Clontarf, Clontarf, Dublin 3, D03EH94","€685,000",3 Bed,2 Bath,Semi-D,D1,D03 EH94,€675,Corry Estates,Jim Gallagher - Assoc SCSI,"Sold, €750,000, Tue Aug 06 2024; Sale Agreed, €685,000, Tue May 14 2024; Created, €685,000, Mon Mar 25 2024",https://mynest.ie/listing/121981/Dublin/102-vernon-avenue-clontarf-clontarf-dublin-3-d03eh94
"10 Park Lane, Dun Laoghaire, Dun Laoghaire, Co. Dublin, A96RC64","€985,000",4 Bed,2 Bath,Semi-D,C1,A96 RC64,"€1,035",Janet Carroll Estate Agent,Andrew Quirke MIPAV Assoc SCSI,"Sold, €1,050,000, Tue Aug 06 2024; Sale Agreed, €985,000, Tue May 07 2024; Created, €985,000, Tue Apr 09 2024",https://mynest.ie/listing/124132/Dublin/10-park-lane-dun-laoghaire-dun-laoghaire-co-dublin-a96rc64
"Apartment 39, The Tannery, Dublin 8, D08W924","€285,000",1 Bed,1 Bath,Apartment,C2,D08 W924,€315,Felicity Fox Auctioneers,Alistair Hickey,"Sold, €352,000, Fri Aug 02 2024; Sale Agreed, €285,000, Fri Mar 15 2024; Created, €285,000, Tue Jan 23 2024",https://mynest.ie/listing/112476/Dublin/apartment-39-the-tannery-dublin-8-d08w924
"78 Foxrock Manor, Foxrock, Dublin 18, D18P2H5","€1,850,000",5 Bed,4 Bath,Detached,B3,D18 P2H5,"€2,830",DNG Stillorgan,Brian Dempsey,"Sold, €1,980,000, Fri Aug 02 2024; Sale Agreed, €1,850,000, Sat Jun 01 2024; Created, €1,850,000, Sat May 04 2024",https://mynest.ie/listing/128837/Dublin/78-foxrock-manor-foxrock-dublin-18-d18p2h5
"77 Lynwood, Dublin 16, Dundrum, Dublin 16, D16A3Y8","€720,000",5 Bed,2 Bath,Semi-D,D1,D16 A3Y8,€765,O'Mahony Auctioneers,O'Mahony Auctioneers,"Sold, €790,000, Fri Aug 02 2024; Created, €720,000, Wed Jun 19 2024",https://mynest.ie/listing/136830/Dublin/77-lynwood-dublin-16-dundrum-dublin-16-d16a3y8
"42A Whitecliff, Whitechurch Road, Rathfarnham, Dublin 16","€950,000",5 Bed,5 Bath,Detached,A3,D16 RH90,€945,Leonard Wilson Keenan Estates & Letting Agents,Michael Dunne,"Sold, €975,000, Fri Aug 02 2024; Sale Agreed, €950,000, Tue Jan 23 2024; Created, €950,000, Fri Oct 20 2023",https://mynest.ie/listing/101750/Dublin/42a-whitecliff-whitechurch-road-rathfarnham-dublin-16
"42A Whitecliff, Whitechurch Road, Rathfarnham, Dublin 16, D16RH90","€950,000",5 Bed,5 Bath,Detached,A3,D16 RH90,€945,Leonard Wilson Keenan Estates & Letting Agents,Michael Dunne,"Sold, €975,000, Fri Aug 02 2024; Relisted, €950,000, Mon Aug 19 2024; Sale Agreed, €950,000, Fri Jun 07 2024; Created, €950,000, Fri May 31 2024",https://mynest.ie/listing/133600/Dublin/42a-whitecliff-whitechurch-road-rathfarnham-dublin-16-d16rh90
"39 Belville Court, Johnstown Road, Cabinteely, Co.Dublin, A96NX30","€400,000",2 Bed,2 Bath,Apartment,C2,A96 NX30,€405,Sherry FitzGerald Dun Laoghaire,Miriam Mulligan,"Sold, €408,000, Fri Aug 02 2024; Unlisted, €400,000, Tue Jul 16 2024; Created, €400,000, Fri Mar 01 2024",https://mynest.ie/listing/118570/Dublin/39-belville-court-johnstown-road-cabinteely-codublin-a96nx30
"34 Shrewsbury Lawn, Cabinteely, Dublin 18, D18T3V2","€900,000",4 Bed,2 Bath,Detached,C1,D18 T3V2,€945,Casey Kennedy Estate Agents,Phil Thompson,"Sold, €1,006,000, Fri Aug 02 2024; Sale Agreed, €900,000, Fri Apr 12 2024; Price Rise, €900,000, Tue Mar 26 2024; Created, €800,000, Wed Mar 20 2024",https://mynest.ie/listing/121284/Dublin/34-shrewsbury-lawn-cabinteely-dublin-18-d18t3v2
"34 Lavarna Grove, Terenure, Terenure, Dublin 6, D6WXC82","€850,000",4 Bed,1 Bath,Semi-D,E2,D6W XC82,€855,Mullery O'Gara Estate Agents,Deirdre O'Gara,"Sold, €855,000, Fri Aug 02 2024; Sale Agreed, €850,000, Mon Apr 29 2024; Created, €850,000, Tue Feb 13 2024",https://mynest.ie/listing/115815/Dublin/34-lavarna-grove-terenure-terenure-dublin-6-d6wxc82
"Apartment 195, The Links, Elmpark, Merrion, Dublin 4, D04VH63","€395,000",1 Bed,1 Bath,Apartment,B3,D04 VH63,€405,Morrison Estates,Sales Department,"Sold, €413,000, Fri Aug 02 2024; Sale Agreed, €395,000, Tue May 07 2024; Created, €395,000, Thu Apr 04 2024",https://mynest.ie/listing/123436/Dublin/apartment-195-the-links-elmpark-merrion-dublin-4-d04vh63
"18 Glasnamana Road, Glasnevin, Dublin 11, D11A3E9","€625,000",4 Bed,1 Bath,Semi-D,F,D11 A3E9,€675,Sherry FitzGerald Drumcondra,Martin Doyle,"Sold, €647,000, Fri Aug 02 2024; Unlisted, €625,000, Fri May 24 2024; Created, €625,000, Thu May 02 2024",https://mynest.ie/listing/128341/Dublin/18-glasnamana-road-glasnevin-dublin-11-d11a3e9
"13 Llewellyn Court, Rathfarnham, Rathfarnham, Dublin 16, D16FC84","€469,950",3 Bed,1 Bath,Semi-D,D1,D16 FC84,€495,Churches Estate Agents,Office,"Sold, €525,525, Fri Aug 02 2024; Sale Agreed, €469,950, Thu Apr 18 2024; Created, €469,950, Wed Mar 20 2024",https://mynest.ie/listing/121268/Dublin/13-llewellyn-court-rathfarnham-rathfarnham-dublin-16-d16fc84
"10 Boroimhe Laurels, Swords, Co. Dublin, K67FC04","€575,000",4 Bed,3 Bath,Detached,D1,K67 FC04,€585,Brant Higgins Estate Agents,Sue Brant PSR Licence No: 004160-001611,"Sold, €610,000, Fri Aug 02 2024; Sale Agreed, €575,000, Wed May 29 2024; Created, €575,000, Tue Apr 23 2024",https://mynest.ie/listing/126628/Dublin/10-boroimhe-laurels-swords-co-dublin-k67fc04
"10 Ardbeg Road, Artane, Dublin 5, D05HD21","€420,000",3 Bed,1 Bath,Terrace,D2,D05 HD21,€405,Delaney Estates,Avril Ward MIPAV MMCEPI,"Sold, €440,000, Fri Aug 02 2024; Sale Agreed, €420,000, Fri May 17 2024; Created, €420,000, Wed Apr 24 2024",https://mynest.ie/listing/126882/Dublin/10-ardbeg-road-artane-dublin-5-d05hd21
"Westpoint House, Sutton Strand, Sutton, Dublin 13, D13VH99","€2,200,000",5 Bed,3 Bath,Detached,C2,D13 VH99,"€2,830",Gallagher Quigley,Conor Gallagher,"Sold, €2,100,000, Thu Aug 01 2024; Sale Agreed, €2,200,000, Wed Mar 27 2024; Relisted, €2,200,000, Wed Nov 22 2023; Sale Agreed, €2,200,000, Mon Jul 24 2023; Relisted, €2,200,000, Mon Feb 27 2023; Unlisted, €2,200,000, Tue Feb 21 2023; Created, €2,200,000, Mon Oct 24 2022",
"Apartment 35, The Dickens, The Gasworks, Dublin 4, D04WC95","€349,950",1 Bed,1 Bath,Apartment,B3,D04 WC95,€315,Leonard Wilson Keenan Estates & Letting Agents,Patrick Leonard,"Sold, €395,000, Thu Aug 01 2024; Unlisted, €349,950, Tue Apr 16 2024; Created, €349,950, Thu Mar 07 2024",https://mynest.ie/listing/119302/Dublin/apartment-35-the-dickens-the-gasworks-dublin-4-d04wc95
"7 Ennis Grove, Sandymount, Sandymount, Dublin 4, D04KV78","€495,000",2 Bed,2 Bath,Semi-D,F,D04 KV78,€495,Bennetts,Geraldine O'Callaghan,"Sold, €610,000, Thu Aug 01 2024; Sale Agreed, €495,000, Tue Mar 26 2024; Created, €495,000, Tue Mar 12 2024",https://mynest.ie/listing/119612/Dublin/7-ennis-grove-sandymount-sandymount-dublin-4-d04kv78
"Apartment 45, Rockview, Blackglen Road, Dublin 18, D18DV43","€395,000",3 Bed,2 Bath,Apartment,B3,D18 DV43,€405,dVW Smyth,Colin Smyth,"Sold, €485,000, Thu Aug 01 2024; Sale Agreed, €395,000, Mon May 13 2024; Created, €395,000, Mon Apr 08 2024",https://mynest.ie/listing/123920/Dublin/apartment-45-rockview-blackglen-road-dublin-18-d18dv43
"45 Norfolk Road, Phibsborough, Dublin 7, D07YW94","€725,000",3 Bed,2 Bath,Terrace,C3,D07 YW94,€765,DNG Phibsboro,Ciaran Jones,"Sold, €825,000, Thu Aug 01 2024; Sale Agreed, €725,000, Tue Jun 18 2024; Created, €725,000, Fri May 17 2024",https://mynest.ie/listing/130908/Dublin/45-norfolk-road-phibsborough-dublin-7-d07yw94
"37 Abberley Square, Belgard Road, Tallaght, Dublin 24, D24WP62","€245,000",2 Bed,2 Bath,Apartment,C1,D24 WP62,€225,DNG Tallaght,David McQueirns,"Sold, €301,000, Thu Aug 01 2024; Sale Agreed, €245,000, Tue May 14 2024; Created, €245,000, Wed May 01 2024",https://mynest.ie/listing/128142/Dublin/37-abberley-square-belgard-road-tallaght-dublin-24-d24wp62
"2 Huntsmans Road, Lusk, Co. Dublin, K45AH77","€465,000",4 Bed,2 Bath,Detached,C1,K45 AH77,€495,Grimes,Louise Shannon,"Sold, €542,000, Thu Aug 01 2024; Sale Agreed, €465,000, Tue Apr 30 2024; Created, €465,000, Mon Mar 25 2024",https://mynest.ie/listing/121957/Dublin/2-huntsmans-road-lusk-co-dublin-k45ah77
"16 Shackleton Grove, Lucan, Co. Dublin, K78A2Y7","€569,000",4 Bed,3 Bath,Semi-D,A2,K78 A2Y7,€585,Sherry FitzGerald Lucan,Thomas Fitzpatrick,"Sold, €616,000, Thu Aug 01 2024; Sale Agreed, €569,000, Wed Feb 14 2024; Relisted, €569,000, Tue Feb 06 2024; Sale Agreed, €569,000, Fri Feb 02 2024; Created, €569,000, Sat Jan 13 2024",https://mynest.ie/listing/110940/Dublin/16-shackleton-grove-lucan-co-dublin-k78a2y7
"15 Clonmethan Green, Oldtown, Co. Dublin, A45Y074","€265,000",3 Bed,2 Bath,End of Terrace,B3,A45 Y074,€315,BidX1,Isabelle Crean,"Sold, €287,000, Thu Aug 01 2024; Unlisted, €265,000, Sat Dec 16 2023; Created, €265,000, Wed Nov 01 2023",https://mynest.ie/listing/103245/Dublin/15-clonmethan-green-oldtown-co-dublin-a45y074
"15 Clonmethan Green, Oldtown, Co. Dublin","€265,000",3 Bed,2 Bath,End of Terrace,B3,A45 Y074,€315,Flynn Estate Agents,Flynn & Associates Swords,"Sold, €287,000, Thu Aug 01 2024; Unlisted, €265,000, Sat Dec 16 2023; Created, €265,000, Tue Oct 31 2023",https://mynest.ie/listing/103064/Dublin/15-clonmethan-green-oldtown-co-dublin
"14 Whitechurch Way, Rathfarnham, Rathfarnham, Dublin 16, D16R5P9","€325,000",3 Bed,1 Bath,Semi-D,C2,D16 R5P9,€315,Conerney Estate Agents,Conerney Sales Department,"Sold, €425,000, Thu Aug 01 2024; Sale Agreed, €325,000, Fri Apr 12 2024; Created, €325,000, Mon Mar 25 2024",https://mynest.ie/listing/121953/Dublin/14-whitechurch-way-rathfarnham-rathfarnham-dublin-16-d16r5p9
"131 Bettyglen Raheny Dublin 5, Raheny, Dublin 5, D05YX36","€695,000",4 Bed,2 Bath,Semi-D,E1,D05 YX36,€675,Lisney Sotheby's International Realty (Howth Road),Barry Connolly,"Sold, €710,000, Thu Aug 01 2024; Sale Agreed, €695,000, Fri Apr 05 2024; Created, €695,000, Thu Mar 07 2024",https://mynest.ie/listing/119245/Dublin/131-bettyglen-raheny-dublin-5-raheny-dublin-5-d05yx36
"Bettyglen, Raheny, Dublin 5, D05YX36","€695,000",4 Bed,2 Bath,Semi-D,E1,D05 YX36,€675,Lisney Sotheby's International Realty (Howth Road),Barry Connolly,"Sold, €710,000, Thu Aug 01 2024; Unlisted, €695,000, Fri Mar 15 2024; Created, €695,000, Tue Mar 05 2024",https://mynest.ie/listing/119030/Dublin/bettyglen-raheny-dublin-5-d05yx36
"Apartment 100, Kilmainham Bank, Kilmainham, Dublin 8, D08F982","€295,000",2 Bed,1 Bath,Apartment,C1,D08 F982,€315,Brock DeLappe,Brock DeLappe Reception,"Sold, €375,000, Thu Aug 01 2024; Sale Agreed, €295,000, Fri Mar 15 2024; Created, €295,000, Tue Feb 20 2024",https://mynest.ie/listing/116858/Dublin/apartment-100-kilmainham-bank-kilmainham-dublin-8-d08f982
"Apartment 1, The Olde Dock, Dublin 8","€195,000",1 Bed,1 Bath,Apartment,C3,D08 XK11,€90,Brock DeLappe,Brock DeLappe Reception,"Sold, €250,000, Thu Aug 01 2024; Sale Agreed, €195,000, Fri Nov 03 2023; Created, €195,000, Wed Oct 18 2023",https://mynest.ie/listing/101334/Dublin/apartment-1-the-olde-dock-dublin-8
"Auburn Lodge, 318C Sutton Park, Sutton, Dublin 13, D13X763","€695,000",3 Bed,2 Bath,Detached,B3,D13 X763,€675,Sherry FitzGerald Sutton,Madeleine O'Connor,"Sold, €785,000, Wed Jul 31 2024; Unlisted, €695,000, Wed Jun 19 2024; Created, €695,000, Fri Apr 19 2024",https://mynest.ie/listing/126081/Dublin/auburn-lodge-318c-sutton-park-sutton-dublin-13-d13x763
"9 Imaal Road, Cabra, Cabra, Dublin 7, D07RP74","€385,000",2 Bed,1 Bath,Terrace,D1,D07 RP74,€405,The Property Shop,Sales,"Sold, €470,000, Wed Jul 31 2024; Sale Agreed, €385,000, Mon Apr 08 2024; Created, €385,000, Mon Mar 25 2024",https://mynest.ie/listing/121966/Dublin/9-imaal-road-cabra-cabra-dublin-7-d07rp74
"8 Sycamore Crescent, Mount Merrion, Co. Dublin, A94H9P0","€1,075,000",4 Bed,1 Bath,Semi-D,F,A94 H9P0,"€1,190",Allen & Jacobs,Gary Jacobs MSCSI MRICS,"Sold, €1,394,000, Wed Jul 31 2024; Sale Agreed, €1,075,000, Mon May 13 2024; Created, €1,075,000, Tue Mar 05 2024",https://mynest.ie/listing/118978/Dublin/8-sycamore-crescent-mount-merrion-co-dublin-a94h9p0
"7 Leinster Lawn, Clonskeagh, Clonskeagh, Dublin 14, D14K261","€1,100,000",3 Bed,3 Bath,Detached,C3,D14 K261,"€1,190",Lynam Auctioneers & Estate Agents,Siobhan Lynam,"Sold, €1,300,000, Wed Jul 31 2024; Sale Agreed, €1,100,000, Fri Mar 22 2024; Relisted, €1,100,000, Wed Mar 20 2024; Sale Agreed, €1,100,000, Fri Mar 15 2024; Created, €1,100,000, Thu Feb 22 2024",https://mynest.ie/listing/117199/Dublin/7-leinster-lawn-clonskeagh-clonskeagh-dublin-14-d14k261
